date,probability,close,next_high,target_price,actual_label,result
2025-08-01,0.3005602955818176,618.1743774414062,627.6202593639928,624.3561212158203,1,WIN
2025-11-18,0.31544023752212524,658.1353149414062,665.3739409367662,664.7166680908203,1,WIN
2025-11-19,0.3144491910934448,660.6777954101562,673.5696612658603,667.2845733642578,1,WIN
2025-11-20,0.3236388862133026,650.6075439453125,662.5920743656175,657.1136193847657,1,WIN
2025-11-21,0.3159131109714508,657.08837890625,668.0858642133718,663.6592626953125,1,WIN
