gamma,alpha,dropout,val_auc,val_precision,val_recall,pred_min,pred_max,epochs_run,duration_sec
2.0,0.45,0.4,0.7362336477030726,0.4,0.05263157894736842,0.2003854215145111,0.5899057388305664,50,47.13660526275635
2.0,0.5,0.4,0.7364618192881046,0.35294117647058826,0.07894736842105263,0.21341009438037872,0.609937846660614,50,47.14771509170532
2.0,0.6,0.4,0.7331913599026467,0.3958333333333333,0.25,0.20818975567817688,0.666869580745697,50,61.4940619468689
2.0,0.7,0.4,0.7379829631883177,0.3804347826086957,0.4605263157894737,0.27011993527412415,0.6921940445899963,50,46.971827030181885
2.0,0.8,0.4,0.733913903255248,0.3231707317073171,0.6973684210526315,0.2652055621147156,0.7563678622245789,50,61.48974800109863
2.0,0.85,0.4,0.7337617888652267,0.28054298642533937,0.8157894736842105,0.2850121259689331,0.7862875461578369,50,63.7346727848053
2.0,0.9,0.4,0.7342181320352905,0.22945205479452055,0.881578947368421,0.3110004961490631,0.8246530890464783,50,60.98630380630493
0.0,0.3,0.5,0.7284377852144813,0.0,0.0,0.002871529897674918,0.412013977766037,50,48.233444929122925
0.0,0.35,0.5,0.7285898996045026,0.0,0.0,0.0037919527385383844,0.5028308033943176,50,46.92205595970154
0.0,0.4,0.5,0.7284758138119867,0.25,0.013157894736842105,0.004908635281026363,0.5879426598548889,50,48.7850239276886
0.0,0.45,0.5,0.7293885001521143,0.42857142857142855,0.039473684210526314,0.006280139554291964,0.6651807427406311,50,47.14044809341431
0.0,0.5,0.5,0.7300730149072103,0.42857142857142855,0.07894736842105263,0.007989456877112389,0.7333709597587585,50,46.17027688026428
0.0,0.6,0.5,0.7307575296623061,0.3673469387755102,0.23684210526315788,0.01295190118253231,0.840934693813324,50,46.518921852111816
0.0,0.7,0.5,0.7279053848494067,0.3835616438356164,0.3684210526315789,0.01703309826552868,0.9214481711387634,50,60.57401704788208
0.0,0.8,0.5,0.7317843017949498,0.35833333333333334,0.5657894736842105,0.042061321437358856,0.959226667881012,50,52.72078990936279
0.0,0.85,0.5,0.7325829023425616,0.33986928104575165,0.6842105263157895,0.04132872074842453,0.975212812423706,50,60.60176491737366
0.0,0.9,0.5,0.7340279890477639,0.27601809954751133,0.8026315789473685,0.06678258627653122,0.9876182079315186,50,61.63916277885437
0.5,0.3,0.5,0.7306054152722847,0.0,0.0,0.02309693954885006,0.49163058400154114,50,37.49860405921936
0.5,0.35,0.5,0.7284758138119867,0.0,0.0,0.01924857497215271,0.5302066802978516,50,47.340450048446655
0.5,0.4,0.5,0.7290842713720718,0.25,0.013157894736842105,0.023089183494448662,0.589384138584137,50,47.088995933532715
0.5,0.45,0.5,0.7296166717371463,0.5,0.05263157894736842,0.027477193623781204,0.6441316604614258,50,47.203824043273926
0.5,0.5,0.5,0.7306434438697901,0.42857142857142855,0.07894736842105263,0.032436128705739975,0.6946778893470764,50,46.86567807197571
0.5,0.6,0.5,0.7313279586248858,0.3953488372093023,0.2236842105263158,0.04460591822862625,0.783272922039032,50,46.668110847473145
0.5,0.7,0.5,0.7339139032552481,0.3902439024390244,0.42105263157894735,0.06259503960609436,0.8555318713188171,50,46.39771580696106
0.5,0.8,0.5,0.7344463036203224,0.36065573770491804,0.5789473684210527,0.09735192358493805,0.9126942157745361,50,52.838788747787476
0.5,0.85,0.5,0.736271676300578,0.33136094674556216,0.7368421052631579,0.12591136991977692,0.9381214380264282,50,52.85178303718567
0.5,0.9,0.5,0.7354730757529663,0.26495726495726496,0.8157894736842105,0.1264340877532959,0.9615375995635986,50,61.63002610206604
1.0,0.3,0.5,0.7261940979616672,1.0,0.013157894736842105,0.05100518837571144,0.5001941323280334,50,53.54665398597717
1.0,0.35,0.5,0.7254715546090659,0.36363636363636365,0.05263157894736842,0.06318830698728561,0.6630935072898865,50,67.83611273765564
1.0,0.4,0.5,0.7263842409491938,0.3888888888888889,0.09210526315789473,0.07264460623264313,0.6952628493309021,50,67.88072395324707
1.0,0.45,0.5,0.7267645269242471,0.3793103448275862,0.14473684210526316,0.08266065269708633,0.724567711353302,50,67.75253415107727
1.0,0.5,0.5,0.7276391846668695,0.3684210526315789,0.18421052631578946,0.09332764893770218,0.7516516447067261,50,68.0498628616333
1.0,0.6,0.5,0.728399756616976,0.417910447761194,0.3684210526315789,0.11763893067836761,0.8013212084770203,50,68.00258088111877
1.0,0.7,0.5,0.7305293580772741,0.3783783783783784,0.5526315789473685,0.14763173460960388,0.8473865985870361,50,67.4697060585022
1.0,0.8,0.5,0.7325068451475509,0.29533678756476683,0.75,0.19027118384838104,0.8937191367149353,50,67.40008187294006
1.0,0.85,0.5,0.7331533313051414,0.250996015936255,0.8289473684210527,0.22206000983715057,0.9176264405250549,50,66.68647789955139
1.0,0.9,0.5,0.7347125038028598,0.2123076923076923,0.9078947368421053,0.2709912657737732,0.9434674978256226,50,66.955570936203
2.0,0.3,0.5,0.7333434742926681,0.5,0.013157894736842105,0.16714712977409363,0.5401392579078674,50,67.74908709526062
2.0,0.35,0.5,0.7336857316702161,0.375,0.039473684210526314,0.18289445340633392,0.5634544491767883,50,67.74844408035278
2.0,0.4,0.5,0.7337617888652266,0.3333333333333333,0.06578947368421052,0.19791239500045776,0.5853170156478882,50,67.81880688667297
2.0,0.45,0.5,0.7343322178278066,0.375,0.11842105263157894,0.2126135528087616,0.6062326431274414,50,67.7727530002594
2.0,0.5,0.5,0.7346744752053543,0.3235294117647059,0.14473684210526316,0.2273019403219223,0.6266115307807922,50,67.85998487472534
2.0,0.6,0.5,0.735435047155461,0.44285714285714284,0.40789473684210525,0.257832407951355,0.6672029495239258,50,67.7559711933136
2.0,0.7,0.5,0.7350927897779129,0.3937007874015748,0.6578947368421053,0.2925426661968231,0.7109807133674622,50,67.77573227882385
2.0,0.8,0.5,0.736842105263158,0.26359832635983266,0.8289473684210527,0.3374437689781189,0.763688862323761,50,67.6226658821106
2.0,0.85,0.5,0.7364237906905994,0.21794871794871795,0.8947368421052632,0.367763876914978,0.7972313761711121,50,67.97536110877991
2.0,0.9,0.5,0.73649984788561,0.18783068783068782,0.9342105263157895,0.4088580012321472,0.8411903977394104,50,67.1869649887085
