gamma,alpha,dropout,val_auc,val_precision,val_recall,pred_min,pred_max,epochs_run,duration_sec
0.5,0.6,0.3,0.6830696683906298,0.35,0.27631578947368424,0.006800496950745583,0.9114489555358887,50,13.839072704315186
0.5,0.7,0.3,0.6806738667477944,0.34831460674157305,0.40789473684210525,0.008814253844320774,0.9306479096412659,50,13.788028001785278
0.5,0.8,0.3,0.6793428658351081,0.3333333333333333,0.5394736842105263,0.012202844023704529,0.94679856300354,50,13.743003129959106
0.5,0.85,0.3,0.6816626102829327,0.3191489361702128,0.5921052631578947,0.015688084065914154,0.9570784568786621,50,13.74722409248352
0.5,0.9,0.3,0.6859978703985399,0.27956989247311825,0.6842105263157895,0.02507350593805313,0.9624562859535217,50,13.457718133926392
1.0,0.3,0.3,0.6922725889869181,0.5,0.02631578947368421,0.01460148673504591,0.6567662358283997,50,13.489505052566528
1.0,0.35,0.3,0.6903331305141467,0.42857142857142855,0.039473684210526314,0.015445565804839134,0.7068098187446594,50,13.4570791721344
1.0,0.4,0.3,0.6880514146638272,0.3333333333333333,0.05263157894736842,0.01655573770403862,0.7475526928901672,50,13.467926979064941
1.0,0.45,0.3,0.6875950714937633,0.3076923076923077,0.10526315789473684,0.01778012327849865,0.7805818319320679,50,13.449962854385376
1.0,0.5,0.3,0.6858457560085184,0.4358974358974359,0.2236842105263158,0.019040847197175026,0.8072887659072876,50,13.493998765945435
1.0,0.6,0.3,0.6847048980833587,0.36923076923076925,0.3157894736842105,0.022551288828253746,0.8468464016914368,50,13.557600975036621
1.0,0.7,0.3,0.6811682385153635,0.35555555555555557,0.42105263157894735,0.027436839416623116,0.8723511695861816,50,13.509180307388306
1.0,0.8,0.3,0.6820048676604807,0.3253968253968254,0.5394736842105263,0.035499945282936096,0.893059253692627,50,13.50917100906372
1.0,0.85,0.3,0.6847429266808641,0.31125827814569534,0.618421052631579,0.0440974123775959,0.9047090411186218,50,13.125831842422485
1.0,0.9,0.3,0.6878232430787952,0.27040816326530615,0.6973684210526315,0.06414736807346344,0.919270396232605,50,13.574259996414185
2.0,0.3,0.3,0.6927289321569821,0.5,0.02631578947368421,0.069576695561409,0.5810568332672119,50,13.515563726425171
2.0,0.35,0.3,0.6913599026467904,0.375,0.039473684210526314,0.07159412652254105,0.6149532198905945,50,13.022222995758057
2.0,0.4,0.3,0.6915880742318223,0.36363636363636365,0.05263157894736842,0.07365988194942474,0.6444602608680725,50,13.031605005264282
2.0,0.45,0.3,0.6910556738667477,0.38461538461538464,0.13157894736842105,0.0769830271601677,0.6685187220573425,50,13.06309199333191
2.0,0.5,0.3,0.6913979312442958,0.4318181818181818,0.25,0.08178259432315826,0.69282466173172,50,12.95590090751648
2.0,0.6,0.3,0.6878232430787953,0.391304347826087,0.35526315789473684,0.09193588048219681,0.7326327562332153,50,13.131511926651001
2.0,0.7,0.3,0.6873288713112261,0.34375,0.4342105263157895,0.1048339381814003,0.7589979767799377,50,13.017343997955322
2.0,0.8,0.3,0.6881655004563432,0.32608695652173914,0.5921052631578947,0.12630195915699005,0.7843741178512573,50,13.108901739120483
2.0,0.85,0.3,0.6887739580164283,0.3006134969325153,0.6447368421052632,0.1471625566482544,0.7995941042900085,50,12.972325801849365
2.0,0.9,0.3,0.6742090051718893,0.28378378378378377,0.5526315789473685,0.153254434466362,0.8243364691734314,50,16.173628091812134
0.0,0.3,0.4,0.7014374809857012,0.6666666666666666,0.02631578947368421,0.000519326888024807,0.7519874572753906,50,12.383808851242065
0.0,0.35,0.4,0.6982430787952539,0.36363636363636365,0.05263157894736842,0.0005921029951423407,0.8160730004310608,50,13.850738286972046
0.0,0.4,0.4,0.6962655917249773,0.35714285714285715,0.06578947368421052,0.0006481582531705499,0.8618274927139282,50,12.928788185119629
0.0,0.45,0.4,0.6943261332522057,0.3684210526315789,0.09210526315789473,0.00073000363772735,0.8946662545204163,50,13.127466917037964
0.0,0.5,0.4,0.6920824459993915,0.391304347826087,0.11842105263157894,0.000844301946926862,0.9185196757316589,50,13.042325019836426
0.0,0.6,0.4,0.6887739580164284,0.4318181818181818,0.25,0.0011857879580929875,0.9482218027114868,50,13.276046991348267
0.0,0.7,0.4,0.6856175844234864,0.37142857142857144,0.34210526315789475,0.0019179143710061908,0.9639115333557129,50,12.994789123535156
0.0,0.8,0.4,0.6870246425311834,0.3364485981308411,0.47368421052631576,0.003472790354862809,0.9765394926071167,50,12.806324005126953
0.0,0.85,0.4,0.6876711286887739,0.32592592592592595,0.5789473684210527,0.005512082949280739,0.9834319949150085,50,13.947881937026978
0.0,0.9,0.4,0.6913599026467905,0.27956989247311825,0.6842105263157895,0.011643887497484684,0.9873316884040833,50,13.903348922729492
0.5,0.3,0.4,0.7004487374505628,0.6666666666666666,0.02631578947368421,0.004259158857166767,0.6766988635063171,50,13.91003704071045
0.5,0.35,0.4,0.6971402494675996,0.4444444444444444,0.05263157894736842,0.004656846635043621,0.7359890937805176,50,13.935557126998901
0.5,0.4,0.4,0.6960754487374506,0.38461538461538464,0.06578947368421052,0.005024934187531471,0.7832013964653015,50,13.71432900428772
0.5,0.45,0.4,0.6939838758746577,0.3684210526315789,0.09210526315789473,0.005484614055603743,0.8207443356513977,50,13.675277709960938
0.5,0.5,0.4,0.6913599026467905,0.391304347826087,0.11842105263157894,0.006006330717355013,0.8497970104217529,50,13.758398056030273
0.5,0.6,0.4,0.6886218436264071,0.4166666666666667,0.2631578947368421,0.007497377227991819,0.892146110534668,50,13.873147964477539
0.5,0.7,0.4,0.6864922421661088,0.3972602739726027,0.3815789473684211,0.010331671684980392,0.9186997413635254,50,13.820771932601929
0.5,0.8,0.4,0.6889260724064497,0.3153153153153153,0.4605263157894737,0.015512261539697647,0.9376145005226135,50,13.81318974494934
0.5,0.85,0.4,0.6896866443565561,0.33093525179856115,0.6052631578947368,0.02175813540816307,0.9489778280258179,50,13.518203735351562
0.5,0.9,0.4,0.6927669607544873,0.27979274611398963,0.7105263157894737,0.037845369428396225,0.9587432146072388,50,13.54011082649231
1.0,0.3,0.4,0.7005628232430788,0.6666666666666666,0.02631578947368421,0.01710452139377594,0.6288001537322998,50,13.483151197433472
1.0,0.35,0.4,0.6982430787952539,0.42857142857142855,0.039473684210526314,0.018084891140460968,0.681202232837677,50,13.484770059585571
1.0,0.4,0.4,0.6964177061149984,0.3076923076923077,0.05263157894736842,0.01932642236351967,0.7251381874084473,50,13.420724153518677
1.0,0.45,0.4,0.6932613325220566,0.3684210526315789,0.09210526315789473,0.02058270014822483,0.7609425187110901,50,13.510437250137329
1.0,0.5,0.4,0.6929190751445087,0.4,0.13157894736842105,0.021851634606719017,0.7902477383613586,50,13.392190933227539
1.0,0.6,0.4,0.6905613020991787,0.42,0.27631578947368424,0.025911496952176094,0.833609402179718,50,13.541665077209473
1.0,0.7,0.4,0.6896486157590508,0.3918918918918919,0.3815789473684211,0.0322192944586277,0.864729106426239,50,13.434946060180664
1.0,0.8,0.4,0.6918162458168542,0.30973451327433627,0.4605263157894737,0.04405695199966431,0.8897136449813843,50,13.208172082901001
1.0,0.85,0.4,0.6936416184971098,0.3194444444444444,0.6052631578947368,0.05740617960691452,0.903104305267334,50,13.512771129608154
1.0,0.9,0.4,0.6968740492850624,0.27586206896551724,0.7368421052631579,0.08699549734592438,0.9191892147064209,50,13.65332293510437
2.0,0.3,0.4,0.7076741709765744,1.0,0.02631578947368421,0.07846073061227798,0.5672355890274048,50,13.471251964569092
2.0,0.35,0.4,0.7061910556738666,0.3333333333333333,0.02631578947368421,0.08136062324047089,0.6043043732643127,50,13.120012998580933
2.0,0.4,0.4,0.7029966534834194,0.36363636363636365,0.05263157894736842,0.0839681401848793,0.6354648470878601,50,13.11352801322937
2.0,0.45,0.4,0.7018557955582598,0.42857142857142855,0.07894736842105263,0.08647924661636353,0.6618097424507141,50,12.99770712852478
2.0,0.5,0.4,0.6999163370854883,0.4782608695652174,0.14473684210526316,0.08884865790605545,0.686585009098053,50,13.133733034133911
2.0,0.6,0.4,0.69835716458777,0.44,0.2894736842105263,0.09793570637702942,0.7263869047164917,50,13.00005292892456
2.0,0.7,0.4,0.6984712503802859,0.3780487804878049,0.40789473684210525,0.11064621061086655,0.759172260761261,50,13.123316049575806
2.0,0.8,0.4,0.7009431092181321,0.31451612903225806,0.5131578947368421,0.1405072808265686,0.7883074283599854,50,12.99741506576538
2.0,0.85,0.4,0.7016276239732279,0.33112582781456956,0.6578947368421053,0.16935379803180695,0.7999966144561768,50,19.39517116546631
2.0,0.9,0.4,0.7048220261636752,0.2864321608040201,0.75,0.2157386839389801,0.8193727731704712,50,19.31958508491516
0.0,0.3,0.5,0.7096896866443565,1.0,0.013157894736842105,0.0007213386124931276,0.6207181811332703,50,12.893900156021118
0.0,0.35,0.5,0.7060389412838454,0.5,0.02631578947368421,0.000799678498879075,0.7131479978561401,50,13.731462001800537
0.0,0.4,0.5,0.7043276543961058,0.2857142857142857,0.02631578947368421,0.0009070003288798034,0.7818235754966736,50,13.296360969543457
0.0,0.45,0.5,0.7024262245208396,0.4166666666666667,0.06578947368421052,0.0010580753441900015,0.8325262665748596,50,13.061856985092163
0.0,0.5,0.5,0.7006008518405842,0.2777777777777778,0.06578947368421052,0.0012618736363947392,0.8704178929328918,50,13.624976873397827
0.0,0.6,0.5,0.6968740492850625,0.41935483870967744,0.17105263157894737,0.001940579735673964,0.9204049110412598,50,13.125426054000854
0.0,0.7,0.5,0.6948965622147855,0.40350877192982454,0.3026315789473684,0.0034351691137999296,0.9503589272499084,50,13.090337991714478
0.0,0.8,0.5,0.6952007909948281,0.34579439252336447,0.4868421052631579,0.007364769000560045,0.9728239178657532,50,13.03497576713562
0.0,0.85,0.5,0.6953909339823547,0.3103448275862069,0.5921052631578947,0.012124240398406982,0.981321394443512,50,13.893294095993042
0.0,0.9,0.5,0.697406449650137,0.2872340425531915,0.7105263157894737,0.023875996470451355,0.9882495403289795,50,13.76603078842163
0.5,0.3,0.5,0.7110967447520535,1.0,0.013157894736842105,0.0051992167718708515,0.582021951675415,50,14.092440128326416
0.5,0.35,0.5,0.7077502281715851,0.6666666666666666,0.02631578947368421,0.005598259158432484,0.6549834609031677,50,13.925360918045044
0.5,0.4,0.5,0.7056586553087922,0.2857142857142857,0.02631578947368421,0.006124513689428568,0.7142089605331421,50,13.892678260803223
0.5,0.45,0.5,0.7034910252509887,0.36363636363636365,0.05263157894736842,0.006786569487303495,0.7612804174423218,50,13.649110078811646
0.5,0.5,0.5,0.702350167325829,0.3157894736842105,0.07894736842105263,0.007643322926014662,0.7986374497413635,50,13.886604070663452
0.5,0.6,0.5,0.6979388500152114,0.41379310344827586,0.15789473684210525,0.010411722585558891,0.8533187508583069,50,13.800956964492798
0.5,0.7,0.5,0.697064192272589,0.40350877192982454,0.3026315789473684,0.0155484052374959,0.8941318988800049,50,13.804188013076782
0.5,0.8,0.5,0.697178278065105,0.3564356435643564,0.47368421052631576,0.027616852894425392,0.930539608001709,50,13.807979106903076
0.5,0.85,0.5,0.6986233647703073,0.3055555555555556,0.5789473684210527,0.03989200294017792,0.9473789930343628,50,13.51244592666626
0.5,0.9,0.5,0.699764222695467,0.27411167512690354,0.7105263157894737,0.06845928728580475,0.9625218510627747,50,13.489217758178711
1.0,0.3,0.5,0.7126559172497717,1.0,0.013157894736842105,0.017879340797662735,0.5572025775909424,50,13.583028078079224
1.0,0.35,0.5,0.7099558868268938,1.0,0.013157894736842105,0.019142139703035355,0.6148423552513123,50,13.511070966720581
1.0,0.4,0.5,0.7069896562214786,0.2857142857142857,0.02631578947368421,0.02072564698755741,0.6621608138084412,50,13.504911184310913
1.0,0.45,0.5,0.705278369333739,0.3,0.039473684210526314,0.02272191271185875,0.7011572122573853,50,13.436410903930664
1.0,0.5,0.5,0.7048220261636751,0.3333333333333333,0.06578947368421052,0.025045771151781082,0.7349087595939636,50,13.526126146316528
1.0,0.6,0.5,0.7042515972010952,0.39285714285714285,0.14473684210526316,0.03157297521829605,0.7903957962989807,50,13.416973114013672
1.0,0.7,0.5,0.7032628536659569,0.4107142857142857,0.3026315789473684,0.04263554885983467,0.8353561758995056,50,13.490542888641357
1.0,0.8,0.5,0.7023881959233343,0.36,0.47368421052631576,0.06689374148845673,0.8763747215270996,50,13.035799264907837
1.0,0.85,0.5,0.7031867964709462,0.3103448275862069,0.5921052631578947,0.08896525204181671,0.898327648639679,50,13.668361902236938
1.0,0.9,0.5,0.7050501977487069,0.28431372549019607,0.7631578947368421,0.13099871575832367,0.9208982586860657,50,13.559950828552246
2.0,0.3,0.5,0.705050197748707,0.5,0.05263157894736842,0.06906981766223907,0.5865744352340698,50,21.692023038864136
2.0,0.35,0.5,0.71185731670216,0.6666666666666666,0.02631578947368421,0.0828046202659607,0.5682081580162048,50,18.547549962997437
2.0,0.4,0.5,0.7002966230605415,0.35714285714285715,0.06578947368421052,0.07413545995950699,0.6559115052223206,50,20.825626134872437
2.0,0.45,0.5,0.6982811073927594,0.375,0.07894736842105263,0.07658235728740692,0.684650719165802,50,20.962487936019897
2.0,0.5,0.5,0.6974444782476422,0.4444444444444444,0.15789473684210525,0.07947772741317749,0.7076908946037292,50,20.828712940216064
2.0,0.6,0.5,0.6977106784301795,0.42857142857142855,0.23684210526315788,0.08890250325202942,0.744814395904541,50,20.916942834854126
2.0,0.7,0.5,0.7003726802555523,0.38461538461538464,0.32894736842105265,0.10424798727035522,0.7722695469856262,50,20.783663749694824
2.0,0.8,0.5,0.6852372984484331,0.37755102040816324,0.4868421052631579,0.13198025524616241,0.8047443628311157,50,17.787579774856567
2.0,0.85,0.5,0.6869866139336781,0.3283582089552239,0.5789473684210527,0.16167768836021423,0.8229647278785706,50,17.911545038223267
2.0,0.9,0.5,0.6910937024642531,0.2905027932960894,0.6842105263157895,0.21336692571640015,0.8418314456939697,50,17.70925211906433
