gamma,alpha,dropout,val_auc,val_precision,val_recall,pred_min,pred_max,epochs_run,duration_sec
1.0,0.9,0.3,0.6918923030118648,0.2857142857142857,0.6578947368421053,0.11461315304040909,0.8923959136009216,50,13.025297164916992
2.0,0.3,0.3,0.7053544265287496,0.3333333333333333,0.013157894736842105,0.10227854549884796,0.5634809732437134,50,17.29202628135681
2.0,0.35,0.3,0.7041755400060845,0.2857142857142857,0.02631578947368421,0.10789687186479568,0.5884063243865967,50,16.624971866607666
2.0,0.4,0.3,0.7038713112260421,0.5,0.07894736842105263,0.11344766616821289,0.6104925274848938,50,16.595515966415405
2.0,0.45,0.3,0.703871311226042,0.45,0.11842105263157894,0.1195206269621849,0.6306768655776978,50,16.426652908325195
2.0,0.5,0.3,0.7035670824459994,0.3448275862068966,0.13157894736842105,0.12643350660800934,0.6496174931526184,50,16.474688053131104
2.0,0.6,0.3,0.7029966534834197,0.38,0.25,0.14367152750492096,0.6843438148498535,50,16.465583324432373
2.0,0.7,0.3,0.7034529966534835,0.3563218390804598,0.40789473684210525,0.16450494527816772,0.7177000045776367,50,16.50280785560608
2.0,0.8,0.3,0.7048980833586858,0.33793103448275863,0.6447368421052632,0.19720818102359772,0.7579425573348999,50,16.980268955230713
2.0,0.85,0.3,0.6951247337998174,0.3046875,0.5131578947368421,0.1827237457036972,0.7641722559928894,50,12.84124493598938
2.0,0.9,0.3,0.6927289321569821,0.2905027932960894,0.6842105263157895,0.22167672216892242,0.79688960313797,50,12.306347131729126
0.0,0.3,0.4,0.7075600851840584,0.0,0.0,0.0023083549458533525,0.6969636082649231,50,17.310916900634766
0.0,0.35,0.4,0.7064192272588987,0.3333333333333333,0.02631578947368421,0.002863730536773801,0.7576285600662231,50,17.049689054489136
0.0,0.4,0.4,0.7051262549437177,0.4,0.05263157894736842,0.003616826143115759,0.8033791780471802,50,17.183743953704834
0.0,0.45,0.4,0.7039093398235472,0.375,0.07894736842105263,0.004594308324158192,0.8380096554756165,50,17.07643485069275
0.0,0.5,0.4,0.7017417097657439,0.375,0.11842105263157894,0.005561861675232649,0.864663302898407,50,16.3229398727417
0.0,0.6,0.4,0.6980149072102221,0.4,0.2631578947368421,0.008317949250340462,0.9012656211853027,50,15.852115869522095
0.0,0.7,0.4,0.693907818679647,0.3448275862068966,0.39473684210526316,0.011766981333494186,0.9285626411437988,50,15.874854803085327
0.0,0.8,0.4,0.6928049893519926,0.328,0.5394736842105263,0.017971552908420563,0.9576033353805542,50,16.038891077041626
0.0,0.85,0.4,0.6938317614846365,0.30303030303030304,0.6578947368421053,0.02399716153740883,0.969321608543396,50,15.960060358047485
0.0,0.9,0.4,0.69835716458777,0.2783018867924528,0.7763157894736842,0.036588024348020554,0.9813517928123474,50,16.140777349472046
0.5,0.3,0.4,0.7087009431092182,0.0,0.0,0.012606048956513405,0.6382222175598145,50,16.080331087112427
0.5,0.35,0.4,0.7066093702464255,0.2,0.013157894736842105,0.014330669306218624,0.6874687075614929,50,16.12371802330017
0.5,0.4,0.4,0.7054685123212656,0.3,0.039473684210526314,0.016209181398153305,0.727082371711731,50,16.001551151275635
0.5,0.45,0.4,0.7039093398235473,0.4117647058823529,0.09210526315789473,0.018417036160826683,0.7591642141342163,50,16.70436191558838
0.5,0.5,0.4,0.7019698813507758,0.4,0.13157894736842105,0.021008502691984177,0.7859826683998108,50,17.055153846740723
0.5,0.6,0.4,0.699650136902951,0.3877551020408163,0.25,0.027797745540738106,0.8278611898422241,50,16.158178091049194
0.5,0.7,0.4,0.6965698205050197,0.35294117647058826,0.39473684210526316,0.0354495532810688,0.8620282411575317,50,16.095472812652588
0.5,0.8,0.4,0.6946303620322483,0.3333333333333333,0.5789473684210527,0.04902557283639908,0.9075084328651428,50,16.135178089141846
0.5,0.85,0.4,0.6973303924551262,0.2994011976047904,0.6578947368421053,0.06170589104294777,0.9285698533058167,50,16.17379903793335
0.5,0.9,0.4,0.70128536659568,0.271889400921659,0.7763157894736842,0.08752543479204178,0.9484562277793884,50,16.025786876678467
1.0,0.3,0.4,0.7091192576817767,0.3333333333333333,0.013157894736842105,0.03363817185163498,0.5976158380508423,50,15.999112844467163
1.0,0.35,0.4,0.7077502281715851,0.2,0.013157894736842105,0.03675612807273865,0.6366409659385681,50,16.323863983154297
1.0,0.4,0.4,0.7066093702464255,0.3333333333333333,0.039473684210526314,0.04031570628285408,0.6693208813667297,50,16.051635265350342
1.0,0.45,0.4,0.7052023121387283,0.47058823529411764,0.10526315789473684,0.04434617608785629,0.6973270177841187,50,16.11494016647339
1.0,0.5,0.4,0.7043276543961058,0.36,0.11842105263157894,0.048817019909620285,0.7215820550918579,50,16.133997201919556
1.0,0.6,0.4,0.7026543961058717,0.37777777777777777,0.2236842105263158,0.059276290237903595,0.7640469074249268,50,16.202903032302856
1.0,0.7,0.4,0.6998783084879829,0.35294117647058826,0.39473684210526316,0.07187414914369583,0.8013768196105957,50,16.10997200012207
1.0,0.8,0.4,0.6992698509278977,0.3382352941176471,0.6052631578947368,0.09490977227687836,0.8502112030982971,50,16.143549919128418
1.0,0.85,0.4,0.7014374809857012,0.30177514792899407,0.6710526315789473,0.11559406667947769,0.8774206042289734,50,16.094277143478394
1.0,0.9,0.4,0.7045558259811379,0.26785714285714285,0.7894736842105263,0.15542319416999817,0.905149519443512,50,17.231575965881348
2.0,0.3,0.4,0.714329175540006,0.5,0.013157894736842105,0.10025026649236679,0.5514335632324219,50,17.614726305007935
2.0,0.35,0.4,0.7133024034073624,0.16666666666666666,0.013157894736842105,0.10619358718395233,0.5794857144355774,50,16.501731157302856
2.0,0.4,0.4,0.7120094310921813,0.375,0.039473684210526314,0.11252486705780029,0.6040413975715637,50,16.481555938720703
2.0,0.45,0.4,0.7110587161545481,0.5,0.09210526315789473,0.11932439357042313,0.6258339285850525,50,16.461344003677368
2.0,0.5,0.4,0.7105263157894737,0.36,0.11842105263157894,0.1268342137336731,0.6465902328491211,50,16.588167905807495
2.0,0.6,0.4,0.7093474292668086,0.3617021276595745,0.2236842105263158,0.1427183896303177,0.6853157877922058,50,16.590811729431152
2.0,0.7,0.4,0.7081685427441435,0.3614457831325301,0.39473684210526316,0.16531546413898468,0.7219090461730957,50,17.11734890937805
2.0,0.8,0.4,0.7090051718892607,0.34285714285714286,0.631578947368421,0.20253367722034454,0.7642123699188232,50,17.311192989349365
2.0,0.85,0.4,0.7098418010343779,0.3016759776536313,0.7105263157894737,0.23405863344669342,0.7889137864112854,50,16.59449791908264
2.0,0.9,0.4,0.7114009735320961,0.25301204819277107,0.8289473684210527,0.28853073716163635,0.8174903988838196,50,16.47005009651184
0.0,0.3,0.5,0.7108305445695162,0.0,0.0,0.0021196422167122364,0.6442744731903076,50,17.329415798187256
0.0,0.35,0.5,0.7094995436568299,0.2,0.013157894736842105,0.0026794024743139744,0.7246268391609192,50,17.201385021209717
0.0,0.4,0.5,0.7094995436568299,0.5,0.05263157894736842,0.003415848594158888,0.7855786085128784,50,17.275588750839233
0.0,0.45,0.5,0.7090432004867661,0.4,0.07894736842105263,0.0041201612912118435,0.8317564129829407,50,17.17853283882141
0.0,0.5,0.5,0.7075220565865531,0.36,0.11842105263157894,0.004963870160281658,0.8665322661399841,50,15.858134031295776
0.0,0.6,0.5,0.7061149984788561,0.38636363636363635,0.2236842105263158,0.007323804311454296,0.9120636582374573,50,16.08005404472351
0.0,0.7,0.5,0.7027684818983876,0.3373493975903614,0.3684210526315789,0.011226454749703407,0.9363706707954407,50,16.12663507461548
0.0,0.8,0.5,0.7031867964709462,0.366412213740458,0.631578947368421,0.018895599991083145,0.9593511819839478,50,16.22121810913086
0.0,0.85,0.5,0.7031107392759355,0.3072289156626506,0.6710526315789473,0.02727711945772171,0.9725947976112366,50,15.94675087928772
0.0,0.9,0.5,0.7050882263462124,0.27149321266968324,0.7894736842105263,0.04667561873793602,0.9837427139282227,50,16.044539213180542
0.5,0.3,0.5,0.7108685731670216,0.5,0.013157894736842105,0.01166387926787138,0.5953599810600281,50,16.009201049804688
0.5,0.35,0.5,0.711020687557043,0.2,0.013157894736842105,0.013349933549761772,0.6596335768699646,50,16.095355987548828
0.5,0.4,0.5,0.7100319440219045,0.4444444444444444,0.05263157894736842,0.0151815265417099,0.7120189070701599,50,16.136460781097412
0.5,0.45,0.5,0.7097277152418618,0.42857142857142855,0.07894736842105263,0.01719047874212265,0.7544596791267395,50,17.20522379875183
0.5,0.5,0.5,0.7085488287191969,0.38095238095238093,0.10526315789473684,0.01947798766195774,0.7892870903015137,50,16.9728000164032
0.5,0.6,0.5,0.7083967143291756,0.35714285714285715,0.19736842105263158,0.025372136384248734,0.8411037921905518,50,16.48546600341797
0.5,0.7,0.5,0.7077882567690903,0.3375,0.35526315789473684,0.03439740836620331,0.8751755952835083,50,16.050573110580444
0.5,0.8,0.5,0.7056966839062976,0.3533834586466165,0.618421052631579,0.051326557993888855,0.914663553237915,50,16.103450775146484
0.5,0.85,0.5,0.7064952844539093,0.3072289156626506,0.6710526315789473,0.06922810524702072,0.9346546530723572,50,16.09262204170227
0.5,0.9,0.5,0.707978399756617,0.27232142857142855,0.8026315789473685,0.10676462203264236,0.954133152961731,50,16.058614015579224
1.0,0.3,0.5,0.7133024034073624,0.5,0.013157894736842105,0.03164181858301163,0.5617824196815491,50,16.119800806045532
1.0,0.35,0.5,0.713150289017341,0.25,0.013157894736842105,0.035037849098443985,0.6125421524047852,50,17.14559817314148
1.0,0.4,0.5,0.7122756312747186,0.2857142857142857,0.02631578947368421,0.03854602202773094,0.6547677516937256,50,16.522067070007324
1.0,0.45,0.5,0.7121235168846972,0.5833333333333334,0.09210526315789473,0.04226584732532501,0.6903313398361206,50,16.11136484146118
1.0,0.5,0.5,0.7121615454822027,0.38095238095238093,0.10526315789473684,0.046217337250709534,0.7212661504745483,50,16.0226731300354
1.0,0.6,0.5,0.7107164587770002,0.36585365853658536,0.19736842105263158,0.05659231171011925,0.7712233066558838,50,16.641206979751587
1.0,0.7,0.5,0.7102601156069364,0.3333333333333333,0.35526315789473684,0.07194290310144424,0.8143019676208496,50,16.00529980659485
1.0,0.8,0.5,0.7085108001216915,0.34306569343065696,0.618421052631579,0.09979015588760376,0.8636899590492249,50,16.06225895881653
1.0,0.85,0.5,0.7090812290842714,0.3076923076923077,0.6842105263157895,0.12692655622959137,0.887363076210022,50,16.948072910308838
1.0,0.9,0.5,0.7101840584119258,0.26521739130434785,0.8026315789473685,0.17907045781612396,0.912741482257843,50,17.38417887687683
2.0,0.3,0.5,0.7141770611499847,0.5,0.013157894736842105,0.09596319496631622,0.51983642578125,50,17.107990026474
2.0,0.35,0.5,0.713492546394889,0.5,0.013157894736842105,0.10251595079898834,0.5532553791999817,50,16.5975501537323
2.0,0.4,0.5,0.7130742318223303,0.2857142857142857,0.02631578947368421,0.10911942273378372,0.5825955271720886,50,16.56096577644348
2.0,0.45,0.5,0.7128840888348037,0.5833333333333334,0.09210526315789473,0.11604886502027512,0.6085790991783142,50,16.550224781036377
2.0,0.5,0.5,0.7129601460298144,0.4,0.10526315789473684,0.12370175868272781,0.6326647996902466,50,16.601754903793335
2.0,0.6,0.5,0.7135305749923943,0.3333333333333333,0.17105263157894737,0.14333483576774597,0.6787734031677246,50,16.486196994781494
2.0,0.7,0.5,0.7134545177973837,0.37037037037037035,0.39473684210526316,0.17046311497688293,0.7256017923355103,50,17.198240041732788
2.0,0.8,0.5,0.7121615454822026,0.35555555555555557,0.631578947368421,0.21372976899147034,0.7710797190666199,50,17.34032893180847
2.0,0.85,0.5,0.7121615454822026,0.31176470588235294,0.6973684210526315,0.24967890977859497,0.7953163385391235,50,16.51509714126587
2.0,0.9,0.5,0.7132263462123516,0.25609756097560976,0.8289473684210527,0.3085969090461731,0.8242887854576111,50,16.64503002166748
