config_name,hidden_dim,output_dim,n_params,val_auc,best_val_auc,pred_min,pred_max,pred_std,training_time_min,train_samples,val_samples,n_patches
MLP_h256_o64,256,64,184961,0.662637295207707,0.7076762594342517,0.12030310928821564,0.40386059880256653,0.054732631891965866,0.09661678075790406,7257,422,9
MLP_h512_o128,512,128,533761,0.6677916180892189,0.6992084432717677,0.06108561530709267,0.3323844075202942,0.05634073168039322,0.0959414521853129,7257,422,9
MLP_h128_o32,128,32,72001,0.67490949254464,0.7006197459655151,0.0970521867275238,0.3936626613140106,0.057111844420433044,0.07482664982477824,7257,422,9
