epoch,lr,train_loss,train_auc,val_loss,val_auc,val_pred_mean,val_pred_std,val_pred_range,val_pos_mean,val_neg_mean,val_class_sep
0,5e-06,0.9093890388806661,0.5223706366315892,0.8815083248274667,0.47732526141992293,0.6028524041175842,0.020103270187973976,0.09490025043487549,0.601575493812561,0.603001058101654,-0.0014255642890930176
1,1e-05,0.8079402760455483,0.5567498995176848,0.7497149705886841,0.4856906989543203,0.5340665578842163,0.011981520801782608,0.063778817653656,0.5339456796646118,0.5340806245803833,-0.00013494491577148438
2,1.5000000000000002e-05,0.7239767333917451,0.5808374135243106,0.7031415700912476,0.48822234452394053,0.5063018202781677,0.0024507581256330013,0.014732599258422852,0.5064204931259155,0.5062881112098694,0.00013238191604614258
3,2e-05,0.7021880646546682,0.5883966524164475,0.6967133624213082,0.48503026967528895,0.5022650957107544,0.0008420633967034519,0.005160927772521973,0.5023236274719238,0.5022582411766052,6.538629531860352e-05
4,2.5e-05,0.6972936831022564,0.5916262453717236,0.694841742515564,0.48373692900385246,0.501078724861145,0.0003876515256706625,0.0023856759071350098,0.5011101961135864,0.501075029373169,3.516674041748047e-05
5,3.0000000000000004e-05,0.6954468954027745,0.5937681172659066,0.6940800207001823,0.4841221794166208,0.5005941390991211,0.00020409811986610293,0.0012558698654174805,0.5006119012832642,0.500592052936554,1.9848346710205078e-05
6,3.5e-05,0.6945604577399137,0.5946873782032545,0.6937166111809867,0.4847826086956522,0.5003626942634583,0.00012131531548220664,0.0007465481758117676,0.5003735423088074,0.500361442565918,1.2099742889404297e-05
7,4e-05,0.6940683110764152,0.5952737534103089,0.6935182724680219,0.48280132085855804,0.5002363920211792,7.690759957768023e-05,0.00047320127487182617,0.5002433657646179,0.5002355575561523,7.808208465576172e-06
8,4.5e-05,0.693790885962938,0.5955764944460684,0.6934009534972054,0.483241607044579,0.5001615881919861,5.131719444761984e-05,0.00031572580337524414,0.5001662969589233,0.5001609921455383,5.304813385009766e-06
9,5e-05,0.6936105981207731,0.5956193516759233,0.6933274269104004,0.4826637314254265,0.5001147389411926,3.576129165594466e-05,0.00022029876708984375,0.5001180768013,0.5001143217086792,3.7550926208496094e-06
10,5.5e-05,0.6934932794487267,0.595743279864562,0.6932789513042995,0.48087506879471653,0.500083863735199,2.5607627321733162e-05,0.00015747547149658203,0.5000861883163452,0.5000835657119751,2.6226043701171875e-06
11,6.000000000000001e-05,0.6934063424143875,0.5957766978466335,0.6932464071682521,0.4794166208035222,0.5000631809234619,1.904088640003465e-05,0.00011718273162841797,0.5000649094581604,0.5000629425048828,1.9669532775878906e-06
12,6.500000000000001e-05,0.6933525565423464,0.5957936732680502,0.6932231102670942,0.48043478260869565,0.5000482797622681,1.4318595276563428e-05,8.803606033325195e-05,0.5000496506690979,0.5000481605529785,1.4901161193847656e-06
13,7e-05,0.6933082436260424,0.5957120694485043,0.6932064379964556,0.48057237204182723,0.5000377297401428,1.0998786819982342e-05,6.759166717529297e-05,0.5000386238098145,0.5000376105308533,1.0132789611816406e-06
14,7.500000000000001e-05,0.6932764006288428,0.5954628428578388,0.69319406577519,0.48007705008255364,0.5000298023223877,8.552298822905868e-06,5.251169204711914e-05,0.5000305771827698,0.5000297427177429,8.344650268554688e-07
15,8e-05,0.6932532776866043,0.5952896631102017,0.6931847419057574,0.4805998899284535,0.5000239014625549,6.759193638572469e-06,4.1484832763671875e-05,0.5000243782997131,0.5000237822532654,5.960464477539062e-07
16,8.5e-05,0.6932339511419597,0.5950714185666959,0.693177614893232,0.4805998899284535,0.500019371509552,5.398459961725166e-06,3.30805778503418e-05,0.5000197887420654,0.5000193119049072,4.76837158203125e-07
17,9e-05,0.6932192476172196,0.5948607863197896,0.6931721482958112,0.4800770500825537,0.5000158548355103,4.3699888010451104e-06,2.676248550415039e-05,0.5000162124633789,0.5000158548355103,3.5762786865234375e-07
18,9.5e-05,0.6932070914067721,0.5946048609081165,0.6931678567613874,0.47922399559713813,0.5000131726264954,3.564151256796322e-06,2.181529998779297e-05,0.5000134110450745,0.5000131130218506,2.980232238769531e-07
19,0.0001,0.6931982129289392,0.5943429979050959,0.6931643656321934,0.47922399559713813,0.5000109076499939,2.9317679945961572e-06,1.7881393432617188e-05,0.5000112056732178,0.5000109076499939,2.980232238769531e-07
20,0.0001,0.6931901370224199,0.5942209727906069,0.6931617600577218,0.4782608695652174,0.500009298324585,2.4547057364543434e-06,1.5020370483398438e-05,0.5000094175338745,0.5000092387199402,1.7881393432617188e-07
21,0.0001,0.6931842434824559,0.5939605561239404,0.6931596994400024,0.47867363786461203,0.5000079870223999,2.089949475703179e-06,1.2755393981933594e-05,0.5000081658363342,0.5000079870223999,1.7881393432617188e-07
22,0.0001,0.693179621508247,0.5938807031326123,0.6931580305099487,0.47881122729774356,0.500006914138794,1.7897109501063824e-06,1.0907649993896484e-05,0.5000070333480835,0.5000068545341492,1.7881393432617188e-07
23,0.0001,0.6931760060159784,0.5936693857790121,0.6931566510881696,0.47872867363786464,0.5000060200691223,1.5467704770344426e-06,9.417533874511719e-06,0.5000061392784119,0.5000060200691223,1.1920928955078125e-07
24,0.0001,0.6931726205767247,0.5933485274773458,0.6931555015700204,0.47831590533846996,0.5000052452087402,1.3514857073460007e-06,8.165836334228516e-06,0.500005304813385,0.5000052452087402,5.960464477539063e-08
25,0.0001,0.693169810792856,0.5933072688297769,0.6931545393807548,0.47713263621353885,0.5000046491622925,1.1833567441499326e-06,7.152557373046875e-06,0.500004768371582,0.5000046491622925,1.1920928955078125e-07
