epoch,lr,train_loss,train_auc,val_loss,val_auc,val_pred_mean,val_pred_std,val_pred_range,val_pos_mean,val_neg_mean,val_class_sep
0,1.6666666666666668e-07,0.7710504934453127,0.5095202426191172,0.7673193046024868,0.540946615299945,0.544434130191803,0.0073611983098089695,0.05927395820617676,0.5456258058547974,0.5442954301834106,0.0013303756713867188
1,3.3333333333333335e-07,0.7687754934294182,0.5127207566013836,0.7639710221971784,0.5404512933406714,0.5425460934638977,0.007105073891580105,0.05702555179595947,0.5437185168266296,0.5424095988273621,0.0013089179992675781
2,5.000000000000001e-07,0.7651454100483343,0.5175566963850726,0.7591924241610936,0.5417721518987342,0.5398339629173279,0.0067349388264119625,0.05371898412704468,0.5409759283065796,0.539700984954834,0.0012749433517456055
3,6.666666666666667e-07,0.7601182774493569,0.5237318675095002,0.7532496792929513,0.5445239405613649,0.5364311337471008,0.006261745002120733,0.04943567514419556,0.5375252962112427,0.536303699016571,0.0012215971946716309
4,8.333333333333333e-07,0.7544287390876234,0.5310782665887168,0.7464984485081264,0.5455696202531646,0.5325263142585754,0.005710018333047628,0.04470109939575195,0.5335618853569031,0.5324057340621948,0.001156151294708252
5,1.0000000000000002e-06,0.7479966214874334,0.5392419979538147,0.7393186688423157,0.5505228398458999,0.5283240675926208,0.005101485643535852,0.03950256109237671,0.5292791724205017,0.5282129049301147,0.0010662674903869629
6,1.1666666666666668e-06,0.740993715169137,0.5477052731901004,0.7321358152798244,0.5564116675839296,0.5240697264671326,0.0044614654034376144,0.03390026092529297,0.5249326229095459,0.5239691734313965,0.0009634494781494141
7,1.3333333333333334e-06,0.7341170201176092,0.555657611078632,0.7254528147833688,0.5624105668684646,0.5200636386871338,0.0038397740572690964,0.02842193841934204,0.5208244919776917,0.5199750065803528,0.0008494853973388672
8,1.5e-06,0.7280477327212953,0.5624434406362662,0.7197477306638446,0.5659328563566318,0.516606867313385,0.00327334669418633,0.02350980043411255,0.5172696113586426,0.5165297389030457,0.0007398724555969238
9,1.6666666666666667e-06,0.7226908191254264,0.5683176976761181,0.7150270342826843,0.5726472206934508,0.5137208104133606,0.0027840081602334976,0.01931542158126831,0.514295756816864,0.5136538147926331,0.000641942024230957
10,1.8333333333333335e-06,0.7182899906969907,0.5728267654438273,0.7111782431602478,0.5750137589433132,0.5113484263420105,0.0023571490310132504,0.01585143804550171,0.5118415951728821,0.5112910270690918,0.0005505681037902832
11,2.0000000000000003e-06,0.714201818955572,0.5768219270681088,0.7080721003668649,0.5781507980187122,0.5094225406646729,0.00200360594317317,0.01306229829788208,0.5098482370376587,0.5093730092048645,0.00047522783279418945
12,2.166666666666667e-06,0.7110486046264046,0.5798240646009939,0.7055279953139169,0.579746835443038,0.507836103439331,0.001696100109256804,0.010790407657623291,0.5082005858421326,0.507793664932251,0.0004069209098815918
13,2.3333333333333336e-06,0.7082985294492621,0.5824466530254311,0.703455524785178,0.5808475509080903,0.5065377950668335,0.0014375577447935939,0.009036362171173096,0.5068487524986267,0.5065016150474548,0.000347137451171875
14,2.5e-06,0.7060753159355699,0.5845851755091104,0.7017628380230495,0.5826086956521739,0.5054734945297241,0.0012194864684715867,0.0076691508293151855,0.5057388544082642,0.5054426193237305,0.0002962350845336914
15,2.666666666666667e-06,0.7042636322347742,0.5865409267514372,0.7003680212157113,0.5834067143643369,0.5045943260192871,0.0010364397894591093,0.006528735160827637,0.5048221945762634,0.5045677423477173,0.0002544522285461426
16,2.8333333333333335e-06,0.7026974297406381,0.5881634116486407,0.6992248722485134,0.5828288387451843,0.5038716793060303,0.0008836781489662826,0.005570828914642334,0.5040668845176697,0.5038489103317261,0.00021797418594360352
17,3e-06,0.7013747812363139,0.589548469014908,0.6982795510973249,0.5824711062190424,0.5032727122306824,0.0007517894846387208,0.004742562770843506,0.5034400820732117,0.5032532215118408,0.0001868605613708496
18,3.1666666666666667e-06,0.7002358352928831,0.5908858734044626,0.6975005779947553,0.5825536598789214,0.5027784705162048,0.0006415401003323495,0.004053056240081787,0.5029229521751404,0.5027616620063782,0.00016129016876220703
19,3.3333333333333333e-06,0.699272249351468,0.5918769182987431,0.6968540123530796,0.5829113924050633,0.5023674368858337,0.0005483753047883511,0.0034658312797546387,0.5024915933609009,0.5023529529571533,0.0001386404037475586
20,3.5e-06,0.6984507007557049,0.5928345452109519,0.6963166339056832,0.5829939460649423,0.5020253658294678,0.00047029415145516396,0.00297391414642334,0.5021325945854187,0.5020129084587097,0.00011968612670898438
21,3.666666666666667e-06,0.6977694729963938,0.5936897106109325,0.6958662186350141,0.5833791964777105,0.5017384886741638,0.0004048887640237808,0.002563178539276123,0.5018314123153687,0.5017275810241699,0.00010383129119873047
22,3.833333333333334e-06,0.6972504451609495,0.5942734976371431,0.6954821518489293,0.5827738029719317,0.5014934539794922,0.0003480542218312621,0.002206742763519287,0.5015735626220703,0.5014840960502625,8.946657180786133e-05
23,4.000000000000001e-06,0.6967160900433859,0.5948345238965215,0.6951627135276794,0.5823335167859108,0.5012895464897156,0.0003006610495503992,0.0019097328186035156,0.5013589262962341,0.5012814402580261,7.748603820800781e-05
24,4.166666666666667e-06,0.6962645911333853,0.5953398281447919,0.6948916060583932,0.5813428728673637,0.5011163353919983,0.000260359316598624,0.0016592144966125488,0.5011764764785767,0.5011093020439148,6.717443466186523e-05
25,4.333333333333334e-06,0.6958669361315275,0.5957567536295431,0.6946632180895124,0.5824435883324162,0.5009704232215881,0.0002263425849378109,0.0014475584030151367,0.5010228753089905,0.5009642839431763,5.8591365814208984e-05
