epoch,lr,train_loss,train_auc,val_loss,val_auc,val_pred_mean,val_pred_std,val_pred_range,val_pos_mean,val_neg_mean,val_class_sep
0,2.0000000000000003e-06,0.8393757745885012,0.5519197450794114,0.8207655038152423,0.506274078150798,0.5731813311576843,0.014941482804715633,0.08297741413116455,0.5741925835609436,0.5730636119842529,0.0011289715766906738
1,4.000000000000001e-06,0.8026329671081743,0.5657404024164474,0.7698424117905753,0.5069345074298293,0.5457974672317505,0.012059183791279793,0.0704084038734436,0.5469516515731812,0.5456629991531372,0.0012886524200439453
2,6.000000000000001e-06,0.7561141550540924,0.5803480189759329,0.7259601950645447,0.5127132636213538,0.5204154253005981,0.006717266980558634,0.04348623752593994,0.5213769674301147,0.5203033685684204,0.001073598861694336
3,8.000000000000001e-06,0.7220906918508965,0.5894186032349216,0.7062908411026001,0.5142542652724271,0.5083552598953247,0.0030123942997306585,0.02114105224609375,0.5088808536529541,0.5082940459251404,0.0005868077278137207
4,1e-05,0.7074989786273554,0.5943789279450453,0.6996515308107648,0.5129334067143643,0.504167914390564,0.0015136442380025983,0.011163294315338135,0.5044603943824768,0.5041337609291077,0.0003266334533691406
5,9.755282581475769e-06,0.7015710682199713,0.5965601554126474,0.6971217053277152,0.5121078701155751,0.5025536417961121,0.0009251932497136295,0.006978511810302734,0.5027366280555725,0.5025322437286377,0.00020438432693481445
6,9.045084971874738e-06,0.6988644521487387,0.5981384128666082,0.6958714042391095,0.5101816180517336,0.5017523169517517,0.0006250238511711359,0.00480198860168457,0.5018783211708069,0.501737654209137,0.00014066696166992188
7,7.938926261462366e-06,0.6974560592258185,0.5992193589837279,0.6951754178319659,0.5090258668134288,0.5013055205345154,0.0004613433266058564,0.003587961196899414,0.5013999342918396,0.5012944936752319,0.00010544061660766602
8,6.545084971874738e-06,0.6965307687458239,0.5999716822566501,0.6947570954050336,0.5074298293891029,0.501036524772644,0.00036331257433630526,0.002849578857421875,0.5011114478111267,0.5010278820991516,8.356571197509766e-05
9,5e-06,0.6960014005502065,0.6003451415278184,0.6944983771869114,0.5059988992845349,0.5008699893951416,0.00030192986014299095,0.0023816823959350586,0.5009322166442871,0.5008627772331238,6.943941116333008e-05
10,3.4549150281252635e-06,0.695632213040402,0.6007216457176264,0.6943356565066746,0.5047605943863511,0.5007652044296265,0.00026375227025710046,0.00208890438079834,0.500819742679596,0.5007588863372803,6.085634231567383e-05
11,2.061073738537635e-06,0.6953624141843695,0.6009464368362077,0.6942362700189862,0.5043753439735827,0.5007011890411377,0.00024067577032838017,0.0019109845161437988,0.5007510185241699,0.5006954073905945,5.561113357543945e-05
12,9.549150281252633e-07,0.6952174713737086,0.6010810983630518,0.6941808802740914,0.5037699504678039,0.5006656050682068,0.00022781873121857643,0.0018115043640136719,0.5007127523422241,0.5006601214408875,5.263090133666992e-05
13,2.447174185242324e-07,0.6951491911160318,0.6011208345513008,0.6941551395824977,0.5033847000550358,0.5006490349769592,0.0002219330199295655,0.0017659664154052734,0.5006949305534363,0.5006436705589294,5.125999450683594e-05
14,1e-05,0.695134861427441,0.601132176873234,0.6941482509885516,0.5033571821684095,0.5006446242332458,0.0002203732292400673,0.0017538070678710938,0.5006902813911438,0.5006392598152161,5.1021575927734375e-05
15,9.938441702975689e-06,0.6948940199718141,0.601791554004677,0.6939109138080052,0.5015134837644468,0.500491738319397,0.0001662135182414204,0.0013306140899658203,0.5005262494087219,0.500487744808197,3.8504600524902344e-05
16,9.755282581475769e-06,0.694549704852857,0.6021629579557635,0.6937509179115295,0.5013483764446891,0.5003886222839355,0.00012953783152624965,0.0010429024696350098,0.5004154443740845,0.5003855228424072,2.9921531677246094e-05
17,9.45503262094184e-06,0.694302394201881,0.6024331944850434,0.6936376009668622,0.5003026967528894,0.5003156065940857,0.00010415027645649388,0.0008413791656494141,0.5003371238708496,0.5003131628036499,2.396106719970703e-05
18,9.045084971874738e-06,0.6941005812402357,0.6026407818133099,0.6935568962778363,0.49986241056686853,0.5002636313438416,8.624052134109661e-05,0.0006986856460571289,0.5002814531326294,0.5002616047859192,1.9848346710205078e-05
19,8.535533905932739e-06,0.6939819355805715,0.6028256083747443,0.6934957759720939,0.49961474958723173,0.500224232673645,7.263769657583907e-05,0.0005899667739868164,0.5002391934394836,0.5002225041389465,1.6689300537109375e-05
20,7.938926261462366e-06,0.6938666235982326,0.6030083796160968,0.6934492758342198,0.499284534947716,0.5001943111419678,6.243923417059705e-05,0.0005081892013549805,0.5002071261405945,0.5001928210258484,1.430511474609375e-05
21,7.269952498697734e-06,0.6937877457392844,0.603151719161064,0.6934131809643337,0.49801871216290583,0.5001710653305054,5.459745443658903e-05,0.0004450678825378418,0.5001822113990784,0.5001697540283203,1.245737075805664e-05
22,6.545084971874738e-06,0.6937264784386283,0.6032627825684498,0.6933848943029132,0.4979086406164007,0.5001528859138489,4.847359377890825e-05,0.0003955364227294922,0.5001627206802368,0.5001516938209534,1.1026859283447266e-05
23,5.782172325201155e-06,0.6936687314719484,0.6033306842541167,0.6933626788003104,0.49713813979086413,0.5001385807991028,4.370456372271292e-05,0.00035685300827026367,0.5001474022865295,0.5001375079154968,9.894371032714844e-06
24,5e-06,0.6936268581632983,0.6033619707931405,0.6933450443404061,0.49669785360484314,0.5001271963119507,3.9963011658983305e-05,0.00032645463943481445,0.5001352429389954,0.5001262426376343,9.000301361083984e-06
